1,1
1,2
1,3
1,4
2,4
3,4
3,5
3,6
3,7
3,8
4,8
5,8
6,8
7,8
8,8
9,8
10,8
10,9
10,10
10,11
9,11
9,12
9,13
9,14
9,15
10,15
11,15
